Dates Cadences Flux1 Uncert1 Flux2 Uncert2 Flux3 Uncert3 Flux4 Uncert4 Xpos Ypos Quality
2668.0963201289997 125243 10519.20310569593 28837.234375 10519.20310569593 28837.234375 10519.20310569593 28837.234375 10519.20310569593 28837.234375 7.500994105985939 7.711179782390531 0
2668.116755677853 125244 9883.176313385742 2883723.4375 9883.176313385742 2883723.4375 9883.176313385742 2883723.4375 9883.176313385742 2883723.4375 8.48770562564627 7.715495204034426 0
